review_id,section,start,end,type,annotator_a,annotator_b,chosen,rule,which
12065,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
12065,desc,1483,1519,span_only_one_annotator,,,included_items,union_keep,a_only
12065,desc,1519,1570,span_only_one_annotator,,,included_items,union_keep,a_only
12065,review,0,22,span_only_one_annotator,,,performance,union_keep,b_only
12116,title,0,33,span_only_one_annotator,,,design,union_keep,a_only
12116,desc,33,41,span_only_one_annotator,,,capacity,union_keep,b_only
12116,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
12116,desc,1483,1519,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
12116,review,0,27,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
12116,review,127,155,span_only_one_annotator,,,ease_of_use,union_keep,a_only
12362,review,37,43,span_only_one_annotator,,,build_quality,union_keep,a_only
12382,review,0,15,label_conflict,size,capacity,size,prefer_more_frequent,
12451,review,262,320,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
12471,title,0,33,span_only_one_annotator,,,size,union_keep,a_only
12471,title,7,16,span_only_one_annotator,,,size,union_keep,b_only
12471,desc,188,211,label_conflict,privacy,design,privacy,prefer_non_generic,
12471,review,41,51,label_conflict,size,weight,size,prefer_more_frequent,
12585,review,968,1002,label_conflict,design,ease_of_use,ease_of_use,prefer_non_generic,
12585,review,1126,1166,span_only_one_annotator,,,design,union_keep,b_only
12748,desc,251,275,label_conflict,brightness,ease_of_use,ease_of_use,prefer_more_frequent,
12748,desc,598,636,label_conflict,battery_type,design,battery_type,prefer_non_generic,
12928,desc,491,501,label_conflict,weather_resistance,compatibility,compatibility,prefer_more_frequent,
12936,title,8,34,span_only_one_annotator,,,size,union_keep,a_only
12981,title,14,24,span_only_one_annotator,,,durability,union_keep,a_only
12981,review,132,154,label_conflict,build_quality,design,build_quality,prefer_non_generic,
12981,review,156,177,label_conflict,build_quality,design,build_quality,prefer_non_generic,
12981,review,195,215,label_conflict,build_quality,design,build_quality,prefer_non_generic,
12981,review,217,234,span_only_one_annotator,,,build_quality,union_keep,a_only
13011,title,43,47,label_conflict,design,color,color,prefer_non_generic,
13011,review,20,43,label_conflict,build_quality,durability,durability,prefer_more_frequent,
13011,review,117,160,span_only_one_annotator,,,build_quality,union_keep,a_only
13018,desc,221,235,label_conflict,included_items,design,included_items,prefer_non_generic,
13018,desc,336,409,span_only_one_annotator,,,included_items,union_keep,b_only
13018,desc,444,461,span_only_one_annotator,,,design,union_keep,b_only
13018,review,0,19,label_conflict,build_quality,performance,build_quality,prefer_non_generic,
13018,review,99,182,label_conflict,performance,customer_service,customer_service,prefer_non_generic,
13018,review,259,271,span_only_one_annotator,,,customer_service,union_keep,a_only
13078,title,0,30,span_only_one_annotator,,,design,union_keep,a_only
13078,desc,223,238,label_conflict,size,design,size,prefer_non_generic,
13078,review,0,17,label_conflict,build_quality,durability,durability,prefer_more_frequent,
13078,review,18,93,label_conflict,durability,design,durability,prefer_non_generic,
13078,review,94,133,label_conflict,build_quality,durability,durability,prefer_more_frequent,
13078,review,140,213,label_conflict,durability,price,durability,prefer_more_frequent,
13078,review,300,324,span_only_one_annotator,,,price,union_keep,a_only
13081,title,43,47,label_conflict,design,color,color,prefer_non_generic,
13081,desc,325,356,label_conflict,build_quality,material,material,prefer_more_frequent,
13092,title,43,47,label_conflict,design,color,color,prefer_non_generic,
13092,desc,19,23,label_conflict,design,color,color,prefer_non_generic,
13092,review,0,39,label_conflict,build_quality,durability,durability,prefer_more_frequent,
13092,review,86,161,label_conflict,durability,material,material,prefer_more_frequent,
13092,review,289,302,label_conflict,material,durability,material,prefer_more_frequent,
13092,review,342,383,label_conflict,durability,price,durability,prefer_more_frequent,
13092,review,419,453,span_only_one_annotator,,,price,union_keep,a_only
13095,desc,50,78,label_conflict,insulation,design,insulation,prefer_non_generic,
13095,desc,80,133,label_conflict,durability,insulation,durability,prefer_more_frequent,
13095,desc,150,193,label_conflict,ease_of_use,durability,ease_of_use,prefer_more_frequent,
13095,desc,364,393,span_only_one_annotator,,,ease_of_use,union_keep,b_only
13095,review,0,19,span_only_one_annotator,,,insulation,union_keep,b_only
13198,title,40,55,span_only_one_annotator,,,design,union_keep,a_only
13198,review,0,75,label_conflict,build_quality,price,build_quality,prefer_more_frequent,
13318,desc,80,96,label_conflict,material,design,material,prefer_non_generic,
13318,desc,331,393,span_only_one_annotator,,,material,union_keep,b_only
13318,review,0,42,label_conflict,material,ease_of_use,ease_of_use,prefer_more_frequent,
13318,review,230,322,label_conflict,performance,material,material,prefer_non_generic,
13318,review,324,332,label_conflict,size,performance,size,prefer_non_generic,
13318,review,334,363,label_conflict,build_quality,size,size,prefer_more_frequent,
13318,review,368,389,span_only_one_annotator,,,insulation,union_keep,b_only
13318,review,394,460,span_only_one_annotator,,,material,union_keep,b_only
13318,review,502,541,span_only_one_annotator,,,ease_of_use,union_keep,b_only
13563,desc,303,321,label_conflict,durability,design,durability,prefer_non_generic,
13563,desc,386,400,label_conflict,waterproofing,durability,durability,prefer_more_frequent,
13563,desc,416,440,label_conflict,storage,waterproofing,waterproofing,prefer_more_frequent,
13563,desc,442,514,span_only_one_annotator,,,storage,union_keep,b_only
13563,review,63,110,label_conflict,price,design,price,prefer_non_generic,
13563,review,111,141,span_only_one_annotator,,,price,union_keep,b_only
13659,title,8,17,span_only_one_annotator,,,performance,union_keep,b_only
13659,desc,0,23,span_only_one_annotator,,,performance,union_keep,b_only
13659,desc,127,166,span_only_one_annotator,,,insulation,union_keep,a_only
13661,desc,303,321,label_conflict,durability,design,durability,prefer_non_generic,
13661,desc,386,400,label_conflict,waterproofing,durability,durability,prefer_more_frequent,
13661,desc,416,440,label_conflict,storage,waterproofing,waterproofing,prefer_more_frequent,
13661,desc,442,533,span_only_one_annotator,,,storage,union_keep,b_only
13670,desc,82,122,span_only_one_annotator,,,performance,union_keep,b_only
13670,review,205,229,sentiment_conflict,positive,negative,unknown,set_unknown_on_conflict,
13702,desc,82,122,label_conflict,comfort,performance,comfort,prefer_non_generic,
13729,desc,127,166,label_conflict,comfort,performance,comfort,prefer_non_generic,
13729,review,58,90,label_conflict,comfort,material,material,prefer_more_frequent,
13729,review,95,118,label_conflict,performance,insulation,insulation,prefer_non_generic,
13803,title,43,47,label_conflict,design,color,color,prefer_non_generic,
13931,desc,163,187,label_conflict,material,design,material,prefer_non_generic,
13931,desc,237,255,label_conflict,durability,material,material,prefer_more_frequent,
13931,desc,325,355,label_conflict,color,durability,durability,prefer_more_frequent,
13931,desc,384,434,span_only_one_annotator,,,color,union_keep,b_only
13931,review,132,175,label_conflict,leak_resistance,insulation,insulation,prefer_more_frequent,
14400,desc,90,115,label_conflict,build_quality,material,material,prefer_more_frequent,
14443,desc,34,41,label_conflict,build_quality,material,material,prefer_more_frequent,
14443,review,16,39,label_conflict,durability,material,material,prefer_more_frequent,
14492,review,9,10,span_only_one_annotator,,,ease_of_use,union_keep,b_only
14572,desc,298,316,label_conflict,build_quality,design,build_quality,prefer_non_generic,
14572,desc,437,473,span_only_one_annotator,,,size,union_keep,b_only
14572,review,122,159,span_only_one_annotator,,,ease_of_use,union_keep,b_only
14673,desc,725,757,label_conflict,stability,design,stability,prefer_non_generic,
14673,desc,982,1028,span_only_one_annotator,,,build_quality,union_keep,b_only
14673,desc,1341,1360,label_conflict,build_quality,stability,build_quality,prefer_more_frequent,
14673,review,861,969,label_conflict,ventilation,design,ventilation,prefer_non_generic,
14673,review,1156,1248,label_conflict,ease_of_use,ventilation,ease_of_use,prefer_more_frequent,
14673,review,2005,2066,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
14673,review,2068,2156,label_conflict,material,build_quality,material,prefer_more_frequent,
14673,review,2280,2446,label_conflict,ease_of_use,material,ease_of_use,prefer_more_frequent,
14673,review,2531,2580,label_conflict,size,ease_of_use,ease_of_use,prefer_more_frequent,
14673,review,3199,3276,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
14673,review,3437,3616,label_conflict,ventilation,size,size,prefer_more_frequent,
14673,review,3741,3812,span_only_one_annotator,,,build_quality,union_keep,b_only
14673,review,3824,3911,span_only_one_annotator,,,ventilation,union_keep,b_only
14682,desc,512,528,span_only_one_annotator,,,waterproofing,union_keep,b_only
14682,desc,575,603,label_conflict,ease_of_use,portability,ease_of_use,prefer_more_frequent,
14682,desc,1341,1360,span_only_one_annotator,,,stability,union_keep,a_only
14682,desc,1341,1409,span_only_one_annotator,,,stability,union_keep,b_only
14682,desc,1483,1518,span_only_one_annotator,,,included_items,union_keep,b_only
14682,desc,1493,1509,span_only_one_annotator,,,included_items,union_keep,a_only
14682,desc,1519,1569,span_only_one_annotator,,,ease_of_use,union_keep,b_only
14682,desc,1528,1554,span_only_one_annotator,,,ease_of_use,union_keep,a_only
14729,title,17,33,span_only_one_annotator,,,size,union_keep,a_only
14729,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
14729,desc,1483,1519,span_only_one_annotator,,,included_items,union_keep,a_only
14785,title,17,28,span_only_one_annotator,,,ease_of_use,union_keep,b_only
14785,title,17,33,span_only_one_annotator,,,size,union_keep,a_only
14785,desc,516,528,label_conflict,build_quality,material,material,prefer_more_frequent,
14785,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
14785,review,0,31,label_conflict,performance,design,design,prefer_more_frequent,
14785,review,65,161,span_only_one_annotator,,,ease_of_use,union_keep,a_only
14785,review,528,606,span_only_one_annotator,,,ease_of_use,union_keep,a_only
14785,review,862,946,span_only_one_annotator,,,ease_of_use,union_keep,a_only
14975,review,0,29,span_only_one_annotator,,,ease_of_use,union_keep,a_only
15040,title,1,47,span_only_one_annotator,,,size,union_keep,a_only
15083,title,27,41,span_only_one_annotator,,,portability,union_keep,a_only
15083,title,43,47,label_conflict,design,color,color,prefer_non_generic,
15083,desc,440,454,label_conflict,capacity,design,capacity,prefer_non_generic,
15083,desc,718,745,label_conflict,durability,capacity,durability,prefer_more_frequent,
15083,desc,796,813,label_conflict,storage,durability,durability,prefer_more_frequent,
15083,desc,841,895,label_conflict,portability,storage,portability,prefer_more_frequent,
15083,desc,1050,1073,span_only_one_annotator,,,portability,union_keep,b_only
15083,review,4,17,span_only_one_annotator,,,color,union_keep,b_only
15214,title,8,28,span_only_one_annotator,,,design,union_keep,a_only
15214,review,0,8,label_conflict,material,performance,material,prefer_non_generic,
15214,review,86,100,label_conflict,performance,material,material,prefer_non_generic,
15214,review,106,122,span_only_one_annotator,,,performance,union_keep,b_only
15255,desc,617,639,label_conflict,size,design,size,prefer_non_generic,
15255,desc,737,757,span_only_one_annotator,,,size,union_keep,b_only
15255,review,283,298,label_conflict,build_quality,design,build_quality,prefer_non_generic,
15255,review,359,384,label_conflict,customer_service,performance,customer_service,prefer_non_generic,
15303,review,0,31,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
15303,review,32,139,span_only_one_annotator,,,performance,union_keep,a_only
15419,title,73,88,span_only_one_annotator,,,design,union_keep,a_only
15419,review,107,151,label_conflict,ease_of_use,waterproofing,ease_of_use,prefer_more_frequent,
15419,review,161,209,label_conflict,material,design,material,prefer_non_generic,
15419,review,212,275,label_conflict,weight,ease_of_use,ease_of_use,prefer_more_frequent,
15419,review,278,335,label_conflict,build_quality,material,material,prefer_more_frequent,
15419,review,338,405,label_conflict,build_quality,weight,build_quality,prefer_more_frequent,
15419,review,467,543,label_conflict,waterproofing,durability,durability,prefer_more_frequent,
15419,review,552,590,label_conflict,design,build_quality,build_quality,prefer_non_generic,
15419,review,952,995,span_only_one_annotator,,,durability,union_keep,b_only
15419,review,996,1065,span_only_one_annotator,,,waterproofing,union_keep,b_only
15419,review,1263,1331,span_only_one_annotator,,,design,union_keep,b_only
15433,desc,120,140,span_only_one_annotator,,,portability,union_keep,a_only
15433,desc,145,156,span_only_one_annotator,,,ease_of_use,union_keep,b_only
15433,desc,161,179,span_only_one_annotator,,,ease_of_use,union_keep,b_only
15433,desc,230,255,span_only_one_annotator,,,insulation,union_keep,b_only
15433,review,0,42,span_only_one_annotator,,,durability,union_keep,a_only
15433,review,56,164,span_only_one_annotator,,,capacity,union_keep,a_only
15433,review,108,164,span_only_one_annotator,,,capacity,union_keep,b_only
15433,review,118,164,span_only_one_annotator,,,size,union_keep,a_only
15433,review,291,324,label_conflict,durability,stability,durability,prefer_more_frequent,
15433,review,300,324,span_only_one_annotator,,,durability,union_keep,a_only
15433,review,300,324,span_only_one_annotator,,,durability,union_keep,a_only
15433,review,334,344,span_only_one_annotator,,,design,union_keep,a_only
15433,review,404,441,span_only_one_annotator,,,durability,union_keep,a_only
15433,review,447,522,span_only_one_annotator,,,durability,union_keep,a_only
15433,review,540,587,span_only_one_annotator,,,ease_of_use,union_keep,a_only
15433,review,545,559,span_only_one_annotator,,,ease_of_use,union_keep,a_only
15433,review,545,559,span_only_one_annotator,,,ease_of_use,union_keep,a_only
15433,review,872,907,span_only_one_annotator,,,capacity,union_keep,a_only
15433,review,960,982,span_only_one_annotator,,,capacity,union_keep,b_only
15433,review,960,1008,span_only_one_annotator,,,size,union_keep,a_only
15433,review,968,982,span_only_one_annotator,,,size,union_keep,a_only
15433,review,968,982,span_only_one_annotator,,,size,union_keep,a_only
15433,review,968,1039,span_only_one_annotator,,,size,union_keep,a_only
15525,title,8,17,span_only_one_annotator,,,design,union_keep,a_only
15525,review,71,85,span_only_one_annotator,,,performance,union_keep,a_only
15525,review,155,195,span_only_one_annotator,,,performance,union_keep,b_only
15581,title,66,69,label_conflict,design,color,color,prefer_non_generic,
15844,desc,115,138,label_conflict,battery_type,durability,durability,prefer_more_frequent,
15844,desc,149,157,label_conflict,battery_type,design,battery_type,prefer_non_generic,
15844,desc,159,246,label_conflict,performance,battery_type,battery_type,prefer_non_generic,
15844,desc,252,289,label_conflict,portability,performance,portability,prefer_non_generic,
15844,desc,312,339,label_conflict,design,performance,design,prefer_more_frequent,
15844,desc,386,423,label_conflict,performance,battery_type,battery_type,prefer_non_generic,
15844,desc,1152,1177,label_conflict,durability,portability,durability,prefer_more_frequent,
15844,desc,1622,1648,span_only_one_annotator,,,design,union_keep,b_only
15844,review,91,133,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
15844,review,167,177,label_conflict,design,performance,design,prefer_more_frequent,
15844,review,178,207,label_conflict,performance,durability,durability,prefer_non_generic,
15844,review,208,283,span_only_one_annotator,,,versatility,union_keep,a_only
15934,desc,115,138,label_conflict,portability,design,portability,prefer_non_generic,
15934,desc,143,157,label_conflict,battery_type,portability,portability,prefer_more_frequent,
15934,desc,492,509,span_only_one_annotator,,,design,union_keep,b_only
15934,desc,1152,1177,span_only_one_annotator,,,design,union_keep,b_only
15934,desc,1182,1207,span_only_one_annotator,,,battery_type,union_keep,b_only
15934,review,62,77,span_only_one_annotator,,,ease_of_use,union_keep,b_only
15999,review,143,161,span_only_one_annotator,,,weight,union_keep,a_only
15999,review,188,205,label_conflict,brightness,weight,weight,prefer_more_frequent,
15999,review,234,258,span_only_one_annotator,,,brightness,union_keep,b_only
16028,desc,114,125,span_only_one_annotator,,,waterproofing,union_keep,a_only
16028,desc,317,331,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
16028,desc,360,375,label_conflict,durability,build_quality,durability,prefer_more_frequent,
16028,desc,383,397,label_conflict,wind_resistance,durability,durability,prefer_more_frequent,
16028,desc,437,449,label_conflict,ease_of_use,wind_resistance,ease_of_use,prefer_more_frequent,
16028,desc,578,589,label_conflict,capacity,ease_of_use,ease_of_use,prefer_more_frequent,
16028,desc,644,678,label_conflict,storage,capacity,storage,prefer_more_frequent,
16028,desc,694,713,label_conflict,portability,storage,portability,prefer_more_frequent,
16028,desc,761,781,label_conflict,size,portability,size,prefer_more_frequent,
16028,desc,787,802,label_conflict,ventilation,size,size,prefer_more_frequent,
16028,desc,1558,1586,label_conflict,waterproofing,ventilation,waterproofing,prefer_more_frequent,
16028,desc,1591,1617,label_conflict,material,waterproofing,material,prefer_more_frequent,
16028,desc,1940,1967,label_conflict,waterproofing,build_quality,build_quality,prefer_more_frequent,
16028,desc,2026,2042,label_conflict,wind_resistance,waterproofing,waterproofing,prefer_more_frequent,
16028,desc,2057,2079,label_conflict,build_quality,material,material,prefer_more_frequent,
16028,desc,2697,2713,span_only_one_annotator,,,wind_resistance,union_keep,b_only
16028,review,14,21,label_conflict,design,waterproofing,waterproofing,prefer_non_generic,
16028,review,345,434,span_only_one_annotator,,,design,union_keep,b_only
16103,title,51,61,span_only_one_annotator,,,ease_of_use,union_keep,a_only
16103,desc,534,568,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
16103,review,13,30,label_conflict,build_quality,included_items,build_quality,prefer_more_frequent,
16103,review,31,65,label_conflict,ease_of_use,build_quality,ease_of_use,prefer_more_frequent,
16103,review,95,121,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
16103,review,244,293,label_conflict,waterproofing,ease_of_use,ease_of_use,prefer_more_frequent,
16103,review,406,456,label_conflict,ease_of_use,waterproofing,ease_of_use,prefer_more_frequent,
16103,review,523,571,label_conflict,waterproofing,ventilation,waterproofing,prefer_more_frequent,
16103,review,850,890,label_conflict,ventilation,build_quality,build_quality,prefer_more_frequent,
16103,review,943,1011,label_conflict,build_quality,size,size,prefer_more_frequent,
16103,review,1012,1043,label_conflict,size,design,size,prefer_non_generic,
16103,review,1162,1220,label_conflict,design,waterproofing,waterproofing,prefer_non_generic,
16103,review,1353,1386,label_conflict,waterproofing,durability,durability,prefer_more_frequent,
16103,review,1473,1521,span_only_one_annotator,,,durability,union_keep,a_only
16154,desc,114,125,span_only_one_annotator,,,wind_resistance,union_keep,a_only
16154,desc,135,174,span_only_one_annotator,,,material,union_keep,b_only
16154,desc,281,302,label_conflict,ventilation,stability,ventilation,prefer_more_frequent,
16154,desc,453,486,label_conflict,ease_of_use,ventilation,ease_of_use,prefer_more_frequent,
16154,desc,505,574,label_conflict,portability,ease_of_use,ease_of_use,prefer_more_frequent,
16154,desc,623,713,label_conflict,size,portability,size,prefer_more_frequent,
16154,desc,911,931,label_conflict,ventilation,size,size,prefer_more_frequent,
16154,desc,1591,1617,label_conflict,material,ventilation,material,prefer_more_frequent,
16154,desc,1906,1935,label_conflict,waterproofing,material,material,prefer_more_frequent,
16154,desc,2859,2883,label_conflict,material,waterproofing,material,prefer_more_frequent,
16154,desc,3158,3175,span_only_one_annotator,,,material,union_keep,b_only
16154,desc,3671,3696,span_only_one_annotator,,,insulation,union_keep,b_only
16154,desc,4014,4054,span_only_one_annotator,,,capacity,union_keep,b_only
16154,review,411,471,label_conflict,ease_of_use,waterproofing,ease_of_use,prefer_more_frequent,
16225,desc,114,125,span_only_one_annotator,,,waterproofing,union_keep,a_only
16225,desc,317,397,label_conflict,wind_resistance,waterproofing,waterproofing,prefer_more_frequent,
16225,desc,437,486,label_conflict,ventilation,wind_resistance,ventilation,prefer_more_frequent,
16225,desc,505,574,label_conflict,ease_of_use,ventilation,ease_of_use,prefer_more_frequent,
16225,desc,576,621,label_conflict,size,ease_of_use,ease_of_use,prefer_more_frequent,
16225,desc,623,713,label_conflict,storage,size,size,prefer_more_frequent,
16225,desc,731,781,label_conflict,portability,storage,portability,prefer_more_frequent,
16225,desc,787,802,label_conflict,size,portability,size,prefer_more_frequent,
16225,desc,911,931,label_conflict,ventilation,size,size,prefer_more_frequent,
16225,desc,1558,1617,label_conflict,material,ventilation,material,prefer_more_frequent,
16225,desc,1884,2042,label_conflict,waterproofing,material,material,prefer_more_frequent,
16225,desc,2057,2079,label_conflict,wind_resistance,waterproofing,waterproofing,prefer_more_frequent,
16225,desc,2697,2712,label_conflict,material,wind_resistance,material,prefer_more_frequent,
16225,desc,3158,3175,label_conflict,build_quality,material,material,prefer_more_frequent,
16225,desc,3262,3279,span_only_one_annotator,,,build_quality,union_keep,b_only
16225,review,68,109,span_only_one_annotator,,,size,union_keep,a_only
16225,review,257,313,label_conflict,waterproofing,size,size,prefer_more_frequent,
16225,review,348,396,label_conflict,size,waterproofing,size,prefer_more_frequent,
16225,review,408,445,label_conflict,capacity,included_items,capacity,prefer_more_frequent,
16225,review,729,770,span_only_one_annotator,,,size,union_keep,b_only
16225,review,844,885,span_only_one_annotator,,,capacity,union_keep,b_only
16308,title,29,37,label_conflict,ease_of_use,portability,ease_of_use,prefer_more_frequent,
16339,title,0,37,span_only_one_annotator,,,size,union_keep,a_only
16735,desc,1460,1482,span_only_one_annotator,,,build_quality,union_keep,a_only
16791,desc,404,432,label_conflict,build_quality,stability,build_quality,prefer_more_frequent,
16812,review,25,33,label_conflict,weight,portability,portability,prefer_more_frequent,
16812,review,63,73,label_conflict,design,color,color,prefer_non_generic,
16829,title,0,42,span_only_one_annotator,,,size,union_keep,a_only
16829,desc,292,352,label_conflict,build_quality,design,build_quality,prefer_non_generic,
16877,desc,95,124,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
16877,desc,125,143,label_conflict,comfort,capacity,capacity,prefer_more_frequent,
16877,desc,157,168,label_conflict,storage,ease_of_use,ease_of_use,prefer_more_frequent,
16877,desc,206,221,label_conflict,portability,comfort,portability,prefer_more_frequent,
16877,desc,277,306,span_only_one_annotator,,,storage,union_keep,b_only
16877,desc,370,382,span_only_one_annotator,,,portability,union_keep,b_only
16877,review,0,13,span_only_one_annotator,,,build_quality,union_keep,a_only
16942,desc,479,504,span_only_one_annotator,,,design,union_keep,b_only
16942,review,32,51,label_conflict,weight,durability,durability,prefer_more_frequent,
16976,review,121,154,span_only_one_annotator,,,price,union_keep,b_only
17011,desc,35,46,span_only_one_annotator,,,weight,union_keep,b_only
17011,desc,35,60,span_only_one_annotator,,,weight,union_keep,a_only
17011,desc,47,60,label_conflict,size,portability,size,prefer_more_frequent,
17011,desc,107,187,span_only_one_annotator,,,size,union_keep,a_only
17011,desc,128,187,span_only_one_annotator,,,size,union_keep,b_only
17011,desc,205,261,span_only_one_annotator,,,size,union_keep,b_only
17011,review,0,18,span_only_one_annotator,,,adjustability,union_keep,b_only
17011,review,0,69,span_only_one_annotator,,,stability,union_keep,a_only
17011,review,0,69,span_only_one_annotator,,,adjustability,union_keep,a_only
17011,review,28,66,span_only_one_annotator,,,ease_of_use,union_keep,b_only
17233,title,41,53,span_only_one_annotator,,,capacity,union_keep,b_only
17233,desc,91,143,label_conflict,comfort,capacity,capacity,prefer_more_frequent,
17233,desc,206,221,label_conflict,storage,comfort,storage,prefer_more_frequent,
17233,desc,277,306,label_conflict,portability,storage,portability,prefer_more_frequent,
17233,desc,366,439,span_only_one_annotator,,,portability,union_keep,b_only
17260,title,41,46,span_only_one_annotator,,,size,union_keep,b_only
17260,desc,91,143,label_conflict,comfort,capacity,capacity,prefer_more_frequent,
17260,desc,206,221,label_conflict,storage,comfort,storage,prefer_more_frequent,
17260,desc,277,306,label_conflict,portability,storage,portability,prefer_more_frequent,
17260,desc,370,382,span_only_one_annotator,,,portability,union_keep,b_only
17260,review,0,13,label_conflict,build_quality,price,build_quality,prefer_more_frequent,
17260,review,14,33,span_only_one_annotator,,,price,union_keep,a_only
17356,title,41,53,span_only_one_annotator,,,capacity,union_keep,b_only
17356,desc,472,504,span_only_one_annotator,,,design,union_keep,b_only
17356,review,26,37,label_conflict,build_quality,design,build_quality,prefer_non_generic,
17382,title,41,53,span_only_one_annotator,,,capacity,union_keep,b_only
17382,desc,91,143,label_conflict,comfort,design,comfort,prefer_non_generic,
17382,desc,206,221,label_conflict,storage,comfort,storage,prefer_more_frequent,
17382,desc,277,306,label_conflict,portability,storage,portability,prefer_more_frequent,
17382,desc,366,439,span_only_one_annotator,,,portability,union_keep,b_only
17402,title,8,16,span_only_one_annotator,,,portability,union_keep,b_only
17402,title,41,53,span_only_one_annotator,,,portability,union_keep,a_only
17402,review,19,40,label_conflict,weight,capacity,capacity,prefer_more_frequent,
17479,desc,95,110,label_conflict,capacity,design,capacity,prefer_non_generic,
17479,desc,154,173,label_conflict,material,capacity,material,prefer_more_frequent,
17479,desc,331,347,label_conflict,color,design,color,prefer_non_generic,
17479,desc,351,364,label_conflict,size,design,size,prefer_non_generic,
17479,desc,380,391,span_only_one_annotator,,,material,union_keep,b_only
17479,desc,450,454,span_only_one_annotator,,,size,union_keep,b_only
17479,desc,465,472,span_only_one_annotator,,,color,union_keep,b_only
17479,desc,484,529,span_only_one_annotator,,,design,union_keep,b_only
17479,review,100,108,label_conflict,leak_resistance,insulation,insulation,prefer_more_frequent,
17479,review,204,222,label_conflict,leak_resistance,insulation,insulation,prefer_more_frequent,
17532,review,30,49,label_conflict,ease_of_use,performance,ease_of_use,prefer_non_generic,
17532,review,82,117,span_only_one_annotator,,,ease_of_use,union_keep,b_only
17549,title,0,34,span_only_one_annotator,,,size,union_keep,a_only
17549,desc,579,618,label_conflict,build_quality,performance,build_quality,prefer_non_generic,
17573,title,0,34,span_only_one_annotator,,,size,union_keep,a_only
17573,desc,529,579,span_only_one_annotator,,,compatibility,union_keep,b_only
17573,review,157,175,label_conflict,stability,design,stability,prefer_non_generic,
17573,review,245,264,label_conflict,waterproofing,design,waterproofing,prefer_non_generic,
17573,review,283,298,label_conflict,waterproofing,stability,waterproofing,prefer_more_frequent,
17573,review,441,489,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
17573,review,572,595,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
17573,review,698,720,span_only_one_annotator,,,design,union_keep,b_only
17574,desc,90,165,label_conflict,adjustability,design,adjustability,prefer_non_generic,
17574,review,11,52,label_conflict,build_quality,material,material,prefer_more_frequent,
17574,review,70,83,label_conflict,build_quality,stability,build_quality,prefer_more_frequent,
17574,review,88,108,label_conflict,stability,ease_of_use,ease_of_use,prefer_more_frequent,
17574,review,109,141,span_only_one_annotator,,,ease_of_use,union_keep,a_only
17589,review,40,97,span_only_one_annotator,,,included_items,union_keep,b_only
17624,desc,12,26,span_only_one_annotator,,,insulation,union_keep,b_only
17624,desc,250,290,label_conflict,ease_of_use,insulation,ease_of_use,prefer_more_frequent,
17624,desc,296,327,label_conflict,leak_resistance,ease_of_use,ease_of_use,prefer_more_frequent,
17624,desc,337,363,label_conflict,insulation,leak_resistance,insulation,prefer_more_frequent,
17624,review,18,65,label_conflict,leak_resistance,insulation,insulation,prefer_more_frequent,
17643,review,119,137,span_only_one_annotator,,,build_quality,union_keep,a_only
17667,desc,165,213,span_only_one_annotator,,,size,union_keep,b_only
17667,desc,213,260,span_only_one_annotator,,,size,union_keep,b_only
17781,desc,250,290,label_conflict,portability,insulation,portability,prefer_more_frequent,
17781,desc,296,327,label_conflict,leak_resistance,portability,portability,prefer_more_frequent,
17781,desc,337,363,span_only_one_annotator,,,waterproofing,union_keep,b_only
17818,review,0,21,label_conflict,material,price,material,prefer_more_frequent,
17818,review,46,122,span_only_one_annotator,,,material,union_keep,b_only
17828,title,17,29,label_conflict,temperature_rating,ease_of_use,ease_of_use,prefer_more_frequent,
17828,desc,39,50,label_conflict,design,ease_of_use,ease_of_use,prefer_non_generic,
17828,desc,52,64,label_conflict,temperature_rating,ease_of_use,ease_of_use,prefer_more_frequent,
17828,desc,316,350,label_conflict,comfort,material,material,prefer_more_frequent,
17828,review,164,248,span_only_one_annotator,,,design,union_keep,b_only
18025,title,0,32,span_only_one_annotator,,,size,union_keep,a_only
18025,desc,138,164,label_conflict,build_quality,insulation,build_quality,prefer_more_frequent,
18025,desc,331,346,span_only_one_annotator,,,design,union_keep,b_only
18025,review,185,215,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
18025,review,263,291,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
